"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-04-30","2022","04","30","","13.4","","6.1","","9.8","","8.2","","0.0","","14.5","","0.0","","14.5","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-01","2022","05","01","","13.8","","3.4","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","13","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-02","2022","05","02","","12.3","","8.0","","10.2","","7.8","","0.0","","1.6","","0.0","","1.6","","","","24","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-03","2022","05","03","","13.7","","7.7","","10.7","","7.3","","0.0","","1.1","","0.0","","1.1","","","","27","","36",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-04","2022","05","04","","12.8","","6.7","","9.8","","8.2","","0.0","","1.1","","0.0","","1.1","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-05","2022","05","05","","9.4","","7.5","","8.5","","9.5","","0.0","","7.6","","0.0","","7.6","","","","23","","37",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-06","2022","05","06","","12.5","","5.6","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","22","","36",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-07","2022","05","07","","13.6","","3.5","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","24","","51",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-08","2022","05","08","","12.3","","1.9","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-09","2022","05","09","","13.9","","4.3","","9.1","","8.9","","0.0","","0.7","","0.0","","0.7","","","","23","","31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-10","2022","05","10","","16.4","","3.8","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","21","","36",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-11","2022","05","11","","12.9","","5.6","","9.3","","8.7","","0.0","","1.0","","0.0","","1.0","","","","29","","34",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-12","2022","05","12","","10.6","","5.6","","8.1","","9.9","","0.0","","2.9","","0.0","","2.9","","","","15","","59",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-13","2022","05","13","","12.9","","0.8","","6.9","","11.1","","0.0","","0.0","T","0.0","","0.0","T","","","15","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-14","2022","05","14","","14.0","","7.3","","10.7","","7.3","","0.0","","2.4","","0.0","","2.4","","","","6","","31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-15","2022","05","15","","13.3","","8.9","","11.1","","6.9","","0.0","","14.9","","0.0","","14.9","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-16","2022","05","16","","15.9","","8.3","","12.1","","5.9","","0.0","","0.5","","0.0","","0.5","","","","25","","62",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-17","2022","05","17","","13.5","","4.6","","9.1","","8.9","","0.0","","0.0","T","0.0","","0.0","T","","","12","","40",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-18","2022","05","18","","13.4","","7.3","","10.4","","7.6","","0.0","","5.4","","0.0","","5.4","","","","24","","84",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-19","2022","05","19","","14.2","","5.2","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","25","","34",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-20","2022","05","20","","16.6","","5.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-21","2022","05","21","","18.9","","6.6","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-22","2022","05","22","","17.0","","6.8","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-23","2022","05","23","","18.1","","10.0","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-24","2022","05","24","","12.9","","9.2","","11.1","","6.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-25","2022","05","25","","18.7","","9.4","","14.1","","3.9","","0.0","","0.7","","0.0","","0.7","","","","17","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-26","2022","05","26","","14.9","","8.8","","11.9","","6.1","","0.0","","5.6","","0.0","","5.6","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-27","2022","05","27","","17.2","","9.0","","13.1","","4.9","","0.0","","3.8","","0.0","","3.8","","","","26","","52",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-28","2022","05","28","","16.3","","8.9","","12.6","","5.4","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-29","2022","05","29","","16.7","","7.7","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","22","","39",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-30","2022","05","30","","14.9","","9.8","","12.4","","5.6","","0.0","","0.6","","0.0","","0.6","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-05-31","2022","05","31","","19.5","","8.6","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-01","2022","06","01","","20.9","","11.0","","16.0","","2.0","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-02","2022","06","02","","22.5","","12.1","","17.3","","0.7","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-03","2022","06","03","","17.8","","10.4","","14.1","","3.9","","0.0","","4.2","","0.0","","4.2","","","","13","","31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-04","2022","06","04","","18.9","","9.8","","14.4","","3.6","","0.0","","6.6","","0.0","","6.6","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-05","2022","06","05","","20.4","","11.8","","16.1","","1.9","","0.0","","0.7","","0.0","","0.7","","","","25","","41",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-06","2022","06","06","","15.7","","6.7","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-07","2022","06","07","","20.4","","7.9","","14.2","","3.8","","0.0","","0.6","","0.0","","0.6","","","","18","","36",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-08","2022","06","08","","19.3","","10.5","","14.9","","3.1","","0.0","","0.4","","0.0","","0.4","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-09","2022","06","09","","13.5","","10.6","","12.1","","5.9","","0.0","","22.5","","0.0","","22.5","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-10","2022","06","10","","18.7","","10.8","","14.8","","3.2","","0.0","","0.5","","0.0","","0.5","","","","12","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-11","2022","06","11","","19.6","","8.7","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","13","","40",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-12","2022","06","12","","19.2","","10.0","","14.6","","3.4","","0.0","","2.0","","0.0","","2.0","","","","25","","34",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-13","2022","06","13","","17.2","","11.0","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","24","","54",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-14","2022","06","14","","18.7","","9.3","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","29","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-15","2022","06","15","","16.0","","7.8","","11.9","","6.1","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-16","2022","06","16","","19.5","","10.7","","15.1","","2.9","","0.0","","2.7","","0.0","","2.7","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-17","2022","06","17","","18.2","","9.4","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","15","","34",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-18","2022","06","18","","19.0","","11.3","","15.2","","2.8","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-19","2022","06","19","","18.0","","11.3","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-20","2022","06","20","","18.2","","10.7","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-21","2022","06","21","","18.9","","9.3","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","9","","42",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-22","2022","06","22","","19.9","","12.2","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-23","2022","06","23","","20.1","","7.3","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-24","2022","06","24","","25.3","","8.0","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-25","2022","06","25","","29.2","","11.1","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-26","2022","06","26","","30.8","","13.0","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-27","2022","06","27","","29.5","","14.2","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-28","2022","06","28","","21.5","","12.9","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","14","","40",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-29","2022","06","29","","17.6","","11.5","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","14","","37",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-06-30","2022","06","30","","23.1","","11.2","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","35","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-01","2022","07","01","","25.0","","11.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-02","2022","07","02","","20.5","","12.4","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-03","2022","07","03","","15.5","","12.0","","13.8","","4.2","","0.0","","22.0","","0.0","","22.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-04","2022","07","04","","17.7","","12.0","","14.9","","3.1","","0.0","","1.2","","0.0","","1.2","","","","12","","36",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-05","2022","07","05","","23.9","","12.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-06","2022","07","06","","21.3","","13.3","","17.3","","0.7","","0.0","","0.6","","0.0","","0.6","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-07","2022","07","07","","20.6","","13.8","","17.2","","0.8","","0.0","","3.4","","0.0","","3.4","","","","13","","35",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-08","2022","07","08","","21.0","","13.8","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-09","2022","07","09","","24.8","","13.2","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","17","","34",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-10","2022","07","10","","19.4","","14.1","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","14","","38",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-11","2022","07","11","","26.2","","13.5","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-12","2022","07","12","","23.3","","12.4","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-13","2022","07","13","","21.1","","10.7","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-14","2022","07","14","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-15","2022","07","15","","18.4","","11.9","","15.2","","2.8","","0.0","","0.0","T","0.0","","0.0","T","","","14","","38",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-16","2022","07","16","","20.3","","13.1","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","28","","31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-17","2022","07","17","","19.4","","13.5","","16.5","","1.5","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-18","2022","07","18","","19.7","","11.9","","15.8","","2.2","","0.0","","0.0","T","0.0","","0.0","T","","","15","","34",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-19","2022","07","19","","23.5","","11.2","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-20","2022","07","20","","24.5","","11.9","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-21","2022","07","21","","22.0","","12.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-22","2022","07","22","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","13","","42",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-23","2022","07","23","","21.0","","12.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","14","","31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-24","2022","07","24","","24.7","","11.2","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-25","2022","07","25","","27.6","","12.3","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-26","2022","07","26","","31.5","","16.5","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-27","2022","07","27","","25.6","","14.2","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-28","2022","07","28","","26.6","","13.8","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-29","2022","07","29","","28.2","","13.7","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-30","2022","07","30","","30.3","","13.3","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","","","12","","37",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-07-31","2022","07","31","","28.5","","13.5","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-01","2022","08","01","","23.2","","12.4","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-02","2022","08","02","","20.7","","12.3","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","13","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-03","2022","08","03","","21.9","","10.7","","16.3","","1.7","","0.0","","0.8","","0.0","","0.8","","","","28","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-04","2022","08","04","","21.8","","12.6","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","24","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-05","2022","08","05","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-06","2022","08","06","","27.8","","13.0","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-07","2022","08","07","","28.1","","12.6","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-08","2022","08","08","","27.5","","14.1","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-09","2022","08","09","","23.9","","13.6","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-10","2022","08","10","","20.4","","12.8","","16.6","","1.4","","0.0","","0.2","","0.0","","0.2","","","","13","","40",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-11","2022","08","11","","24.8","","13.5","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-12","2022","08","12","","23.9","","11.7","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","27","","40",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-13","2022","08","13","","22.1","","13.8","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","28","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-14","2022","08","14","","22.7","","13.0","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-15","2022","08","15","","22.9","","11.9","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-16","2022","08","16","","25.9","","12.4","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-17","2022","08","17","","30.2","","13.6","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-18","2022","08","18","","29.7","","15.1","","22.4","","0.0","","4.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-19","2022","08","19","","26.8","","14.7","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-20","2022","08","20","","21.0","","12.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","14","","38",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-21","2022","08","21","","21.5","","12.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","13","","33",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-22","2022","08","22","","24.8","","12.4","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-23","2022","08","23","","25.1","","12.9","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-24","2022","08","24","","26.8","","13.1","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-25","2022","08","25","","23.2","","13.2","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-26","2022","08","26","","19.1","","12.4","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","13","","31",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-27","2022","08","27","","19.4","","12.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","14","","40",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-28","2022","08","28","","20.9","","11.9","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","14","","32",""
"-123.43","48.65","VICTORIA INTL A","1018621","2022-08-29","2022","08","29","","27.1","","10.2","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","","M","","M"
